reviewer,time,context,ranking,Chi nhánh,Sentiment,pre_context,tokens
The True,một năm trước,"Coi chỗ này ấm cúng nha ba, kiểu rạp nhỏ nhỏ cũng zui",5,CGV Lý Chính Thắng,1,coi chỗ ấm cúng nha kiểu rạp zui,"['coi', 'chỗ', 'ấm_cúng', 'nha', 'kiểu', 'rạp', 'zui']"
Thiện Hoàng,7 năm trước,"Mình đến rạp cũng khá nhiều lần. Ấn tượng đầu tiên là rạp khá vắng. Điểm cộng: không phải đợi xếp hàng mua vé
- Địa điểm ngay trung tâm, dễ tìm. …",5,CGV Liberty Citypoint,1,rạp ấn tượng đầu tiên rạp vắng cộng đợi xếp hàng mua vé địa trung tâm,"['rạp', 'ấn_tượng', 'đầu_tiên', 'rạp', 'vắng', 'cộng', 'đợi', 'xếp_hàng', 'mua', 'vé', 'địa', 'trung_tâm']"
Dung Hồ,4 tháng trước,"Aeon mall Bình Tân là một trung tâm mua sắm thương mại ở tpHCM với nhiều tiện ích, vui chơi,ăn uống, chương trình khuyến mại lớn, bãi xe rộng rãi.",5,CGV AEON Bình Tân,1,aeon mall bình tân trung tâm mua sắm thương mại tphcm tiện ích vui uống chương trình khuyến mại bãi xe rộng rãi,"['aeon', 'mall', 'bình', 'tân', 'trung_tâm', 'mua_sắm', 'thương_mại', 'tphcm', 'tiện_ích', 'vui', 'uống', 'chương_trình', 'khuyến_mại', 'bãi', 'xe', 'rộng_rãi']"
Xuân Trường,3 năm trước,có lẽ là đi vào ngày thường nên vắng như chùa bà đanh,5,CGV CT,1,lẽ đi vắng chùa đanh,"['lẽ', 'đi', 'vắng', 'chùa', 'đanh']"
Tfarm,7 năm trước,CGV là bộ phim hay nhất trong thị trấn. Và đây là một trong số đó. Bạn phải xem phim hành động ở định dạng 4DX hoặc IMAX để cảm nhận sự khác biệt.,5,CGV Vincom Đồng Khởi,1,cgv phim thị trấn phim hành động định dạng 4dx imax cảm biệt,"['cgv', 'phim', 'thị_trấn', 'phim', 'hành_động', 'định_dạng', '4dx', 'imax', 'cảm_biệt']"
Toon Tran,3 tháng trước,"**Đánh giá về CGV Gò Vấp tại Vincom Gò Vấp**

⭐⭐⭐⭐⭐ …",5,CGV Vincom Gò vấp,1,**đánh giá cgv gò vấp vincom gò vấp**,"['*', '*', 'đánh_giá', 'cgv', 'gò', 'vấp', 'vincom', 'gò', 'vấp', '*', '*']"
Bảo Ân,2 năm trước,"RẠP PHIM SÁT SÂN BAY - TRONG TRUNG TÂM THƯƠNG MẠI
Rạp hịn, ko quá lớn nhưng sang chảnh, đẹp, nhân viên thân thiện, thiết kế dễ tìm và di chuyển. …",5,CGV CT,1,rạp phim sát sân bay trung tâm thương mại rạp hịn ko chảnh đẹp nhân viên thân thiện thiết kế di,"['rạp', 'phim', 'sát', 'sân_bay', 'trung_tâm', 'thương_mại', 'rạp', 'hịn', 'ko', 'chảnh', 'đẹp', 'nhân_viên', 'thân_thiện', 'thiết_kế_di']"
TRIỀU NGHI LÊ HOÀNG,5 năm trước,"Sạch sẽ, rộng rãi, dịch vụ tốt. Nhiều cửa hàng thời trang. Nhiều chuỗi nhà hàng, nơi ăn uống lý tưởng. Nơi thư giãn cuối tuần tuyệt vời cho cả nhà",5,CGV AEON Bình Tân,1,sạch rộng rãi dịch vụ cửa hàng thời trang chuỗi hàng uống lý tưởng thư giãn tuần tuyệt vời,"['sạch', 'rộng_rãi', 'dịch_vụ', 'cửa_hàng', 'thời_trang', 'chuỗi', 'hàng', 'uống', 'lý_tưởng', 'thư', 'giãn', 'tuần', 'tuyệt_vời']"
Minh Hiển Nguyễn,5 tháng trước,"Bắp thơm,ngon ,  nhân viên nấu bắp rất hút khách, mong cho nhân viên 30p nấu bắp 1 lần... Rạp sạch sẽ , nhân viên chăm sóc khách hàng chu đáo. 10đ",5,CGV Thảo Điền,1,bắp thơm ngon nhân viên nấu bắp hút mong nhân viên 30p nấu bắp 1 rạp sạch nhân viên chăm sóc hàng chu đáo 10đ,"['bắp', 'thơm', 'ngon', 'nhân_viên', 'nấu', 'bắp', 'hút', 'mong', 'nhân_viên', '30p', 'nấu', 'bắp', '1', 'rạp', 'sạch', 'nhân_viên', 'chăm_sóc', 'hàng', 'chu_đáo', '10đ']"
Ngo Hiep,6 năm trước,"Rạp phim giá phải chăng
Nhân viên dễ chịu, nhiệt tình",5,CGV Pandora City,1,rạp phim giá nhân viên nhiệt tình,"['rạp', 'phim', 'giá', 'nhân_viên', 'nhiệt_tình']"
Tân Huỳnh,4 năm trước,"Dễ tìm
Sạch sẽ
Phục vụ nhiệt tình
Thoáng mát sạch sẽ.",5,CGV Vincom Gò vấp,1,sạch phục vụ nhiệt tình thoáng mát sạch,"['sạch', 'phục_vụ', 'nhiệt_tình', 'thoáng', 'mát', 'sạch']"
Mike F,5 năm trước,Màn hình và chỗ ngồi tuyệt vời.. xung quanh tuyệt vời,5,CGV Vincom Center Landmark,1,màn hình chỗ tuyệt vời xung quanh tuyệt vời,"['màn_hình', 'chỗ', 'tuyệt_vời', 'xung_quanh', 'tuyệt_vời']"
Sean Lin,6 năm trước,"CJ CGV (Hangeul: CJ CGV (씨제이 씨지브이)㈜) là chuỗi rạp chiếu phim lớn nhất Hàn Quốc và cũng có chi nhánh tại Trung Quốc, Indonesia, Myanmar, Thổ Nhĩ Kỳ, Việt Nam và Hoa Kỳ.[3] Là công ty rạp chiếu phim ghép kênh lớn thứ năm trên thế giới, CJ CGV …",5,CGV AEON Bình Tân,1,cj cgv hangeul cj cgv chuỗi rạp chiếu phim hàn quốc chi nhánh trung quốc indonesia myanmar thổ nhĩ kỳ việt nam hoa kỳ [3] công ty rạp chiếu phim ghép kênh giới cj cgv,"['cj', 'cgv', 'hangeul', 'cj', 'cgv', 'chuỗi', 'rạp', 'chiếu_phim', 'hàn', 'quốc', 'chi_nhánh', 'trung', 'quốc', 'indonesia', 'myanmar', 'thổ', 'nhĩ_kỳ', 'việt', 'nam', 'hoa', 'kỳ', '[', '3', ']', 'công_ty', 'rạp', 'chiếu_phim', 'ghép', 'kênh', 'giới', 'cj', 'cgv']"
Thủy Hoàng,2 năm trước,"Mình đã đặt vé rồi tới lấy và mua thêm combo bắp nước cùng ly dần, coi giữa phim rồi mới nhận ra ly bị nứt đem ra đổi và được ly dần mới kèm nước.",5,CGV Vivo City,1,vé mua combo bắp ly dần coi phim ly nứt đem đổi ly dần kèm,"['vé', 'mua', 'combo', 'bắp', 'ly', 'dần', 'coi', 'phim', 'ly', 'nứt', 'đem', 'đổi', 'ly', 'dần', 'kèm']"
11-Mỹ Hân,4 tháng trước,đẹp 😍 nơi này là kỉ niệm của mình f-days 24/12/2023 …,5,CGV Hoàng Văn Thụ,1,đẹp kỉ niệm f days 24 12 2023,"['đẹp', 'kỉ_niệm', 'f', 'days', '24', '12', '2023']"
Thu Ngoc,một năm trước,Ngon bổ rẻ khi đi nhóm người dùng sẽ được dùng thử thì phải có trách nhiệm phải em này là của riêng mình ta có quyền gì mà cứ như kiểu bị mất sóng,5,CGV Celadon,1,ngon bổ rẻ đi thử trách nhiệm ta quyền kiểu sóng,"['ngon', 'bổ', 'rẻ', 'đi', 'thử', 'trách_nhiệm', 'ta', 'quyền', 'kiểu', 'sóng']"
Duong Nguyen,một năm trước,"Đó là một trung tâm mua sắm gần sân bay mà bạn có thể đi xem phim, mua sắm hoặc ăn uống. Nơi tốt để bắt đầu đi chơi nếu bạn là người mới ở Sài Gòn",5,CGV CT,1,trung tâm mua sắm sân bay thể đi phim mua sắm uống bắt đầu đi sài gòn,"['trung_tâm', 'mua_sắm', 'sân_bay', 'thể', 'đi', 'phim', 'mua_sắm', 'uống', 'bắt_đầu', 'đi', 'sài_gòn']"
patrick tran,8 năm trước,"Tôi thích cgv ở vivo city, gần nhà. Nhân viên thân thiện và lịch sự.

Tôi không phải đợi quá lâu khi xếp hàng. Rạp sạch sẽ và không có mùi ẩm mốc.",5,CGV Vivo City,1,cgv vivo city nhân viên thân thiện lịch đợi xếp hàng rạp sạch mùi ẩm mốc,"['cgv', 'vivo', 'city', 'nhân_viên', 'thân_thiện', 'lịch', 'đợi', 'xếp_hàng', 'rạp', 'sạch', 'mùi', 'ẩm_mốc']"
MT DeS,6 năm trước,"The Nun (2018), cơ mà nay đi xem gặp thánh nói. Coi thì coi đây toàn nói nên khá khó chịu. Với lại rạp ghế hơi có mùi. Còn phim thì chất lượng.",5,CGV Vincom Gò vấp,1,the nun 2018 đi thánh coi coi toàn rạp ghế hơi mùi phim chất,"['the', 'nun', '2018', 'đi', 'thánh', 'coi', 'coi', 'toàn', 'rạp', 'ghế', 'hơi', 'mùi', 'phim_chất']"
Nhat Dang,8 năm trước,Nơi tốt để xả stress sau một ngày làm việc vất vả,5,CGV Vivo City,1,xả stress vất vả,"['xả', 'stress', 'vất_vả']"
Nguyễn Đức Nhâm (3120410356),một năm trước,Bàn 21 phục vụ Quang: tốt - nhiệt tình - xuất sắc,5,CGV Vincom Đồng Khởi,1,bàn 21 phục vụ quang nhiệt tình xuất sắc,"['bàn', '21', 'phục_vụ', 'quang', 'nhiệt_tình', 'xuất_sắc']"
Trang Nguyễn Thanh Hoài,5 năm trước,"Rạp rất rộng. Trang trí vào các ngày lễ siêu xinh. Có những phim công chiếu được tổ chức ở rạp này nên bạn muốn gặp người nổi tiếng thì cứ ghé. Có rất nhiều loại ghế, có cả ghế giường. 😄 Chỗ ngồi chờ bình thường đã rất thoải mái, phòng chờ …",5,CGV Vivo City,1,rạp rộng trang trí lễ siêu xinh phim công chiếu tổ chức rạp nổi tiếng ghé ghế ghế giường chỗ chờ bình thoải mái phòng chờ,"['rạp', 'rộng', 'trang_trí', 'lễ', 'siêu', 'xinh', 'phim', 'công_chiếu', 'tổ_chức', 'rạp', 'nổi_tiếng', 'ghé', 'ghế', 'ghế', 'giường', 'chỗ', 'chờ', 'bình', 'thoải_mái', 'phòng', 'chờ']"
강병우,2 năm trước,"Nó không đông đúc nên tôi sử dụng nó thoải mái.
Nếu bạn sử dụng xe máy thì có bãi đỗ xe ngầm nên bạn có thể đỗ xe và sử dụng thoải mái ngay cả khi trời mưa. …",5,CGV Celadon,1,đông đúc sử dụng thoải mái sử dụng xe máy bãi đỗ xe ngầm thể đỗ xe sử dụng thoải mái trời mưa,"['đông_đúc', 'sử_dụng', 'thoải_mái', 'sử_dụng', 'xe_máy', 'bãi', 'đỗ', 'xe_ngầm', 'thể', 'đỗ', 'xe', 'sử_dụng', 'thoải_mái', 'trời', 'mưa']"
Harvey Lee Huy,5 năm trước,"Tốt, mẹ tôi và tôi có thời gian thư giãn ở đó",5,CGV Celadon,1,mẹ thời gian thư giãn,"['mẹ', 'thời_gian', 'thư_giãn']"
Thế Giảng Đoàn,7 tháng trước,"Lầu 6 nằm sau khu trò chơi xô bồ, dịch vụ tốt",5,CGV Giga Mall Thủ Đức,1,lầu 6 nằm khu trò xô bồ dịch vụ,"['lầu', '6', 'nằm', 'khu', 'trò', 'xô_bồ', 'dịch_vụ']"
Chí Tâm Lê,6 ngày trước,"Đây là nơi mn tụ hợp đi xem phim, ăn uống,...",5,CGV Hoàng Văn Thụ,1,mn tụ hợp đi phim uống,"['mn', 'tụ', 'hợp', 'đi', 'phim', 'uống']"
Nam Duy Nguyễn,5 năm trước,"Rạp CGV ở đây không quá lớn, không quá đông, không quá ồn ào như những chi nhánh khác nên tạo không gian nhẹ nhàng ấm áp, thoải mái thích hợp cho các cặp đôi!",5,CGV Thảo Điền,1,rạp cgv đông ồn chi nhánh gian nhẹ nhàng ấm áp thoải mái hợp cặp đôi,"['rạp', 'cgv', 'đông', 'ồn', 'chi_nhánh', 'gian', 'nhẹ_nhàng', 'ấm_áp', 'thoải_mái', 'hợp', 'cặp', 'đôi']"
Tri Tran,5 năm trước,"Rạp chiếu phim rộng rãi, chỗ ngồi thoải mái.",5,CGV Vincom Center Landmark,1,rạp chiếu phim rộng rãi chỗ thoải mái,"['rạp', 'chiếu_phim', 'rộng_rãi', 'chỗ', 'thoải_mái']"
Luân Tô,3 tháng trước,"Các bạn nhân viên hỗ trợ nhiệt tình, giao dịch nhanh chóng, sảnh sạch sẽ rộng rãi, rạp chiếu hình ảnh đẹp, âm thanh ok, tất cả những trải nghiệm đều tuyệt!!!.",5,CGV Giga Mall Thủ Đức,1,nhân viên hỗ trợ nhiệt tình giao dịch chóng sảnh sạch rộng rãi rạp chiếu hình ảnh đẹp âm ok tất trải nghiệm tuyệt,"['nhân_viên', 'hỗ_trợ', 'nhiệt_tình', 'giao_dịch', 'chóng', 'sảnh', 'sạch', 'rộng_rãi', 'rạp', 'chiếu', 'hình_ảnh', 'đẹp', 'âm', 'ok', 'tất', 'trải', 'nghiệm', 'tuyệt']"
Rothnik Croft,2 năm trước,Rạp chiếu phim tuyệt vời nhưng RẤT NHIỀU CUM,5,CGV Thảo Điền,1,rạp chiếu phim tuyệt vời cum,"['rạp', 'chiếu_phim', 'tuyệt_vời', 'cum']"
Sophie E,9 tháng trước,Rạp chiếu phim ấm cúng và nhân viên lịch sự.,5,CGV Liberty Citypoint,1,rạp chiếu phim ấm cúng nhân viên lịch,"['rạp', 'chiếu_phim', 'ấm_cúng', 'nhân_viên', 'lịch']"
Hoàng Tuấn Quỳnh,7 năm trước,"Vị trí tốt, trang trí đẹp và dịch vụ rất tốt",5,CGV Liberty Citypoint,1,vị trí trang trí đẹp dịch vụ,"['vị_trí', 'trang_trí', 'đẹp', 'dịch_vụ']"
Tuxero,một năm trước,Nó có một cửa hàng kẹo tốt để mua một ít đồ ăn nhẹ để xem phim. Và chỗ ngồi thoải mái. Ngoài ra còn có bowling bên cạnh để giải trí trong lúc chờ phim bắt đầu,5,CGV Pandora City,1,cửa hàng kẹo mua đồ nhẹ phim chỗ thoải mái bowling cạnh giải trí chờ phim bắt đầu,"['cửa_hàng', 'kẹo', 'mua', 'đồ', 'nhẹ', 'phim', 'chỗ', 'thoải_mái', 'bowling', 'cạnh', 'giải_trí', 'chờ', 'phim', 'bắt_đầu']"
Dave PH,9 tháng trước,"Rạp phim ok, sạch sẽ, có điều đi hơi xa thôi",5,CGV Lý Chính Thắng,1,rạp phim ok sạch đi hơi,"['rạp', 'phim', 'ok', 'sạch', 'đi', 'hơi']"
Rong Con (Mr. Dragon),một năm trước,"Rộng rãi, đa dạng ăn uống, vui chơi giải trí, nhà sách, siêu thị. Nếu so sánh với các nước khác thì đây là 1 trung tâm đầy đủ nhất và phù hợp với mọi lứa tuổi",5,CGV Giga Mall Thủ Đức,1,rộng rãi đa dạng uống vui giải trí sách siêu thị sánh 1 trung tâm phù hợp lứa,"['rộng_rãi', 'đa_dạng', 'uống', 'vui', 'giải_trí', 'sách', 'siêu_thị', 'sánh', '1', 'trung_tâm', 'phù_hợp', 'lứa']"
Quyen Nguyen,6 tháng trước,"Dịch vụ rất tốt
Quản lý/nhân viên thân thiện",5,CGV Lý Chính Thắng,1,dịch vụ quản lý nhân viên thân thiện,"['dịch_vụ', 'quản_lý', 'nhân_viên', 'thân_thiện']"
Hòa Ngô,6 năm trước,Rạp đẹp và vắng nên xem phim rất thoải mái..,5,CGV Liberty Citypoint,1,rạp đẹp vắng phim thoải mái,"['rạp', 'đẹp', 'vắng', 'phim', 'thoải_mái']"
Yositar Wangluang,2 năm trước,Đây là khu mua sắm ở khu vực Hồ Chí Minh có khá nhiều người đến mua sắm. Một số mặt hàng bí mật đắt hơn ở Thái Lan. Có rất nhiều nhà hàng quốc tế để lựa chọn.,5,CGV Vincom Đồng Khởi,1,khu mua sắm khu vực hồ chí minh mua sắm mặt hàng bí mật đắt thái lan hàng quốc tế lựa,"['khu', 'mua_sắm', 'khu_vực', 'hồ', 'chí', 'minh', 'mua_sắm', 'mặt_hàng', 'bí_mật', 'đắt', 'thái', 'lan', 'hàng', 'quốc_tế', 'lựa']"
Trần Oai,6 năm trước,Phù hợp cho những nhóm bạn vào dịp cuối tuần,5,CGV Vincom Center Landmark,1,phù hợp dịp tuần,"['phù_hợp', 'dịp', 'tuần']"
Lê Quang Bình,7 năm trước,Không đông đúc. Dễ dàng có được chỗ ngồi tốt,5,CGV Hoàng Văn Thụ,1,đông đúc dàng chỗ,"['đông_đúc', 'dàng', 'chỗ']"
Caro Tuấn Mai,5 năm trước,Địa điểm thích hợp để đi xem phim có rạp CGV,5,CGV Vivo City,1,địa hợp đi phim rạp cgv,"['địa', 'hợp', 'đi', 'phim', 'rạp', 'cgv']"
Tung Bui,7 năm trước,"Màn hình mới, trải nghiệm rạp chiếu phim tốt",5,CGV Pearl Plaza,1,màn hình trải nghiệm rạp chiếu phim,"['màn_hình', 'trải', 'nghiệm', 'rạp', 'chiếu_phim']"
Xuan Tran,2 năm trước,Nằm mặt đường rộng . Chất lượng rạp OK rộng .,5,CGV CT,1,nằm mặt đường rộng chất rạp ok rộng,"['nằm', 'mặt_đường', 'rộng', 'chất', 'rạp', 'ok', 'rộng']"
Kien Pham,5 năm trước,"Rạp nhỏ, ít ghế, ấm cúng.
Ghế ngồi thoải mái.",5,CGV Liberty Citypoint,1,rạp ghế ấm cúng ghế thoải mái,"['rạp', 'ghế', 'ấm_cúng', 'ghế', 'thoải_mái']"
Chuong Ly,4 năm trước,"Cụm rạp này nằm tại tầng 2, Thảo Điền Mall, 12 Quốc Hương, Phường Thảo Điền, Quận 2, TP. Hồ Chí Minh với tổng cộng 6 phòng chiếu trung bình 100 ghế mỗi phòng.",5,CGV Thảo Điền,1,cụm rạp nằm tầng 2 thảo điền mall 12 quốc hương phường thảo điền 2 tp hồ chí minh tổng cộng 6 phòng chiếu trung bình 100 ghế phòng,"['cụm', 'rạp', 'nằm', 'tầng', '2', 'thảo', 'điền', 'mall', '12', 'quốc', 'hương', 'phường', 'thảo', 'điền', '2', 'tp', 'hồ', 'chí', 'minh', 'tổng_cộng', '6', 'phòng', 'chiếu', 'trung_bình', '100', 'ghế', 'phòng']"
Tram Nghiem,5 năm trước,Sạch sẽ và rộng rãi. Chỗ ngồi được bố trí hợp lý để người xem phía trước không chặn màn hình của những người ngồi phía sau. Luôn yêu thích rạp chiếu phim CGV.,5,CGV Giga Mall Thủ Đức,1,sạch rộng rãi chỗ bố trí hợp lý chặn màn hình yêu rạp chiếu phim cgv,"['sạch', 'rộng_rãi', 'chỗ', 'bố_trí', 'hợp_lý', 'chặn', 'màn_hình', 'yêu', 'rạp', 'chiếu_phim', 'cgv']"
Duy Kym Nguyen,3 năm trước,Nơi tuyệt vời để giải trí và thưởng thức phim,5,CGV Lý Chính Thắng,1,tuyệt vời giải trí thưởng thức phim,"['tuyệt_vời', 'giải_trí', 'thưởng_thức', 'phim']"
Huy Nguyễn,5 năm trước,Gửi xe rất đắt vào buổi tối sau 12h giá 20k/h,5,CGV Vincom Đồng Khởi,1,gửi xe đắt tối 12h giá 20k h,"['gửi', 'xe', 'đắt', 'tối', '12h', 'giá', '20k', 'h']"
Nghia SE,3 năm trước,"Rất tốt, IMAX cũng có sẵn, tuy nhiên không rẻ",5,CGV Vincom Center Landmark,1,imax sẵn nhiên rẻ,"['imax', 'sẵn', 'nhiên', 'rẻ']"
Nguyễn Xuân Vĩnh Hưng,2 năm trước,"màn hình to hơn 1 số rạp CGV khác, vắng người",5,CGV Pandora City,1,màn hình to 1 rạp cgv vắng,"['màn_hình', 'to', '1', 'rạp', 'cgv', 'vắng']"
Nguyễn Vũ (nwanvu),8 năm trước,"Không gian đẹp, phục vụ tốt nhưng rạp hơi nhỏ",5,CGV Liberty Citypoint,1,gian đẹp phục vụ rạp hơi,"['gian', 'đẹp', 'phục_vụ', 'rạp', 'hơi']"
Dung Nguyễn,2 tháng trước,"Rất vui, con rất thích đi chơi ở địa điểm này",5,CGV Vincom Center Landmark,1,vui đi địa,"['vui', 'đi', 'địa']"
Mark Bainbridge,5 năm trước,Grand place đưa con gái và bạn bè đi xem phim,5,CGV Liberty Citypoint,1,grand place gái bè đi phim,"['grand', 'place', 'gái', 'bè', 'đi', 'phim']"
Berry Jelly,5 năm trước,Nơi đáng yêu. Giá vé hợp lý và combo bỏng ngô,5,CGV Pearl Plaza,1,yêu giá vé hợp lý combo bỏng ngô,"['yêu', 'giá', 'vé', 'hợp_lý', 'combo', 'bỏng', 'ngô']"
Mạnh Hoàng Trần,8 năm trước,"Rộng rãi, đẹp. Nhân viên thái độ phục vụ tốt.",5,CGV Vivo City,1,rộng rãi đẹp nhân viên thái độ phục vụ,"['rộng_rãi', 'đẹp', 'nhân_viên', 'thái_độ', 'phục_vụ']"
dilly do,6 tháng trước,Sinh Nhật được CGV để tâm và tặng bắp vui quá,5,CGV Vivo City,1,sinh nhật cgv tâm tặng bắp vui,"['sinh_nhật', 'cgv', 'tâm', 'tặng', 'bắp', 'vui']"
Tran Oanh (완),11 tháng trước,"Rạp tương đối rộng. Concept hơi tối, nhìn hơi buồn buồn vì ít ánh sáng và màu tường tối. Vị trí thuận lợi ở trung tâm Bình Thạnh. Đỡ đông hơn bên Landmark 81.",5,CGV Pearl Plaza,1,rạp tương đối rộng concept hơi tối hơi buồn buồn ánh màu tường tối vị trí thuận lợi trung tâm bình thạnh đỡ đông landmark 81,"['rạp', 'tương_đối', 'rộng', 'concept', 'hơi', 'tối', 'hơi', 'buồn', 'buồn', 'ánh', 'màu', 'tường', 'tối', 'vị_trí', 'thuận_lợi', 'trung_tâm', 'bình', 'thạnh_đỡ', 'đông', 'landmark', '81']"
Binh Tran,5 năm trước,Hoạt động cuối tuần thường xuyên được làm mới,5,CGV Vivo City,1,hoạt động tuần xuyên,"['hoạt_động', 'tuần', 'xuyên']"
Kyle Batie,6 năm trước,Tôi thực sự thích thú với nỗ lực của CGV trong việc đảm bảo sự sạch sẽ của cơ sở vật chất cũng như toàn bộ quá trình trình bày của họ từ mua vé đến xem phim.,5,CGV Pearl Plaza,1,thực thú nỗ lực cgv đảm bảo sạch sở vật chất toàn trình trình bày mua vé phim,"['thực', 'thú', 'nỗ_lực', 'cgv', 'đảm_bảo', 'sạch', 'sở', 'vật_chất', 'toàn', 'trình', 'trình_bày', 'mua', 'vé', 'phim']"
Trang Phan,5 năm trước,Ok. Lựa chọn tốt để cuối tuần có thể vui chơi,5,CGV Pandora City,1,ok lựa tuần thể vui,"['ok', 'lựa', 'tuần', 'thể', 'vui']"
Nawazish Siddiqi,5 năm trước,Trung tâm mua sắm tốt nhất ở Hồ Chí Minh. 👌 …,5,CGV Vivo City,1,trung tâm mua sắm hồ chí minh,"['trung_tâm', 'mua_sắm', 'hồ', 'chí', 'minh']"
Quang Truong Tran Ngoc,6 năm trước,Có chút đông đúc.  Nhưng hiện tại giá rất tốt,5,CGV Vincom Gò vấp,1,chút đông đúc hiện giá,"['chút', 'đông_đúc', 'hiện', 'giá']"
대영지,5 năm trước,"Tôi đã đi xem phim Hàn Quốc
Giá cả hợp lý và cơ sở vật chất tốt.
Đôi khi tôi không nghe rõ lời thoại trong phim Hàn Quốc.
Thật tuyệt khi có phụ đề tiếng Anh.",5,CGV Vivo City,1,đi phim hàn quốc giá hợp lý sở vật chất đôi thoại phim hàn quốc tuyệt phụ đề tiếng,"['đi', 'phim', 'hàn', 'quốc', 'giá', 'hợp_lý', 'sở', 'vật_chất', 'đôi', 'thoại', 'phim', 'hàn_quốc', 'tuyệt', 'phụ_đề', 'tiếng']"
Trinh Mi,7 năm trước,Giá tốt bạn sẽ tiết kiệm được trên 50% giá vé,5,CGV Hoàng Văn Thụ,1,giá tiết kiệm 50% giá vé,"['giá', 'tiết_kiệm', '50', '%', 'giá', 'vé']"
Nguyễn Đức Tiến,6 tháng trước,"thoáng mát, dịch vụ tốt, nhân viên thân thiện",5,CGV Vincom Thủ Đức,1,thoáng mát dịch vụ nhân viên thân thiện,"['thoáng', 'mát', 'dịch_vụ', 'nhân_viên', 'thân_thiện']"
Khanh Ph,một năm trước,Nơi tốt để trò chuyện với bạn bè và gia đình.,5,CGV Giga Mall Thủ Đức,1,trò bè gia đình,"['trò', 'bè', 'gia_đình']"
Nam Duy Nguyễn,5 năm trước,"CGV Landmark là một trong những cụm rạp lớn nhất của hệ thống CGV trên cả nước. Ở đây có 2 rạp chiếu đẳng cấp là IMAX và Gold Class. Là một trong 3 rạp IMAX trong cả nước, nổi bật với màn hình cong và khủng gần như gấp đôi rạp thông thường …",5,CGV Vincom Center Landmark,1,cgv landmark cụm rạp hệ thống cgv 2 rạp chiếu đẳng imax gold class 3 rạp imax nổi bật màn hình cong khủng gấp đôi rạp thông,"['cgv', 'landmark', 'cụm', 'rạp', 'hệ_thống', 'cgv', '2', 'rạp', 'chiếu', 'đẳng', 'imax', 'gold', 'class', '3', 'rạp', 'imax', 'nổi_bật', 'màn_hình', 'cong', 'khủng', 'gấp', 'đôi', 'rạp', 'thông']"
Duy,9 tháng trước,"Tưởng không đông, nhưng đông không tưởng. Rất đông các bạn trẻ đến đây chơi. Mình tính đi ăn Dookki mà đông quá, thế là đành phải ghé sang ăn bên Joppii, ăn tới bể bụng luôn rồi cùng bạn đi dạo xong về. Không thấy có chỗ để chơi nhiều lắm, chủ yếu là khu vui chơi cho trẻ em và mua xắm, rồi đi dạo quanh quanh thôi.",5,CGV Sư Vạn Hạnh,1,tưởng đông đông tưởng đông trẻ đi dookki đông đành ghé joppii bể bụng đi dạo xong chỗ lắm chủ yếu khu vui trẻ mua xắm đi dạo quanh quanh,"['tưởng', 'đông', 'đông', 'tưởng', 'đông', 'trẻ', 'đi', 'dookki', 'đông', 'đành', 'ghé', 'joppii', 'bể', 'bụng', 'đi', 'dạo', 'xong', 'chỗ', 'lắm', 'chủ_yếu', 'khu', 'vui', 'trẻ', 'mua', 'xắm', 'đi', 'dạo', 'quanh', 'quanh']"
Trí Nguyễn Đình,3 tuần trước,"Bãi xe rộng, đỗ trong 5h đồng hồ thì miễn phí",5,CGV AEON Bình Tân,1,bãi xe rộng đỗ 5h đồng hồ miễn phí,"['bãi', 'xe', 'rộng', 'đỗ', '5h', 'đồng_hồ', 'miễn_phí']"
Brian Knight,một năm trước,Rạp chiếu phim ấm cúng với ghế VIP thoải mái.,5,CGV Vincom Đồng Khởi,1,rạp chiếu phim ấm cúng ghế vip thoải mái,"['rạp', 'chiếu_phim', 'ấm_cúng', 'ghế', 'vip', 'thoải_mái']"
Viet Tran,7 năm trước,"Sạch sẽ, yên tĩnh, không đông người, quá tốt",5,CGV Liberty Citypoint,1,sạch yên tĩnh đông,"['sạch', 'yên_tĩnh', 'đông']"
Triết Nguyễn Duy,7 năm trước,Trung tâm mua sắm tốt để mua sắm và giải trí,5,CGV Vincom Gò vấp,1,trung tâm mua sắm mua sắm giải trí,"['trung_tâm', 'mua_sắm', 'mua_sắm', 'giải_trí']"
Tuấn Phan Xuân,6 năm trước,Nhân viên nhiệt tình. Rạp thoải mái sạch sẽ,5,CGV Vincom Thủ Đức,1,nhân viên nhiệt tình rạp thoải mái sạch,"['nhân_viên', 'nhiệt_tình', 'rạp', 'thoải_mái', 'sạch']"
Phương Nguyễn Đăng,8 năm trước,"Giống như các rạp chiếu phim CGV khác, nó tận dụng lợi thế từ bên trong trung tâm thương mại Aeon với rất nhiều khách hàng, dịch vụ cũng giống như các rạp khác.",5,CGV AEON Bình Tân,1,rạp chiếu phim cgv tận dụng lợi trung tâm thương mại aeon hàng dịch vụ rạp,"['rạp', 'chiếu_phim', 'cgv', 'tận_dụng', 'lợi', 'trung_tâm', 'thương_mại', 'aeon', 'hàng', 'dịch_vụ', 'rạp']"
